traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
13119,2024-08-01 04:34:49,,Kensington,717,89,1,Medium,Snowy,8767
12857,2024-05-22 16:27:58,,Chelsea,4948,15,3,Low,Snowy,737
19817,2024-07-02 19:17:21,,Camden,1219,95,4,Low,,1757
18743,2024-11-24 11:37:48,London,Camden,4478,56,8,,Dry,7965
16904,2024-10-10 17:06:59,London,Camden,2904,16,1,High,Snowy,1733
13713,2024-12-02 08:39:20,,,2201,96,6,Low,Damaged,8479
14848,2024-02-18 11:18:35,London,Camden,1359,60,3,,Dry,9775
14558,2024-08-18 02:59:21,London,,2902,31,6,High,Damaged,1943
13202,2024-04-08 11:49:53,,,3545,98,0,,Dry,2642
13748,2024-02-08 19:35:51,,,1415,15,0,,Wet,3247
9769,2024-01-17 04:19:53,,,2365,-92,2,Low,,201
10269,2024-07-17 14:43:54,,,4607,33,6,Low,Snowy,4244
9653,2024-07-24 22:49:00,London,Islington,127,39,0,High,Wet,9613
18649,2024-05-21 21:10:39,,Chelsea,1113,-97,6,,Damaged,6087
10822,2024-10-07 09:31:46,,Kensington,2523,71,0,Low,Snowy,8785
11371,2024-11-30 15:02:29,,Camden,3320,32,4,,Damaged,7135
15719,2024-04-20 03:04:32,London,Kensington,4115,93,8,High,Snowy,2971
9570,2024-07-28 20:57:49,,Camden,2237,22,1,Low,Snowy,2516
12413,2024-12-07 21:49:28,,Kensington,3465,75,4,,Dry,2907
12671,2024-10-17 22:27:36,London,Chelsea,2210,55,5,High,Damaged,8097
16335,2024-07-14 14:37:12,,,1496,85,0,,,9321
14029,2024-04-25 02:24:27,London,,399,68,6,Medium,Wet,6820
17195,2024-09-16 13:35:31,,Islington,610,15,8,High,Wet,6866
11189,2024-07-17 16:45:59,,Islington,1556,78,8,High,Damaged,4890
19219,2024-08-05 11:47:40,London,Camden,4338,29,9,,Snowy,1360
15152,2024-04-18 22:10:20,London,Islington,634,43,6,,Damaged,7423
18952,2024-10-09 07:09:26,London,Southwark,4743,14,5,High,Wet,4867
17687,2024-02-18 08:26:10,,Kensington,2216,91,3,,Damaged,8339
17191,2024-04-21 14:12:05,,Chelsea,1101,79,0,High,Dry,8367
18230,2024-12-28 08:44:41,,Southwark,4993,50,9,Low,Snowy,6768
12991,2024-08-09 11:32:58,London,Southwark,3283,16,4,Low,Snowy,2374
15657,2024-10-23 14:52:00,,,321,55,4,Low,Snowy,8113
9085,2024-08-22 01:20:45,,,1969,19,0,,Dry,8696
18412,2024-06-11 11:52:22,,Southwark,1271,93,1,Low,Damaged,5248
18466,2024-09-28 11:44:08,,Southwark,1328,81,9,Medium,Damaged,9948
14011,2024-07-21 12:43:17,London,Southwark,2307,81,1,High,Wet,687
11884,2024-05-02 04:50:22,London,,4638,20,8,Medium,,5649
11535,2024-04-15 18:23:17,London,Kensington,3598,64,9,Low,,6346
11745,2024-08-11 21:24:54,London,Kensington,4347,69,4,Medium,Dry,7821
11977,2024-02-07 20:32:36,London,Kensington,209,25,3,Medium,,6103
13019,2024-03-26 12:55:52,London,Camden,991,17,9,,,3648
10874,2024-11-04 01:59:52,,Chelsea,1000,-32,9,Low,Snowy,9795
9375,2024-10-17 08:16:56,,Islington,4376,28,6,Low,Wet,7765
19127,2024-09-07 06:21:09,London,Islington,3847,83,5,Medium,,4503
15918,2024-03-12 15:38:32,,Islington,4415,64,6,Low,Snowy,1632
16774,2024-10-12 19:12:19,London,Camden,4690,57,7,,Dry,8516
14686,2024-09-06 16:23:59,,Camden,1446,31,1,,,6112
10786,2024-11-12 21:46:11,London,,3450,15,7,Medium,Wet,1874
12581,2024-11-26 11:10:00,London,,872,70,5,Medium,Snowy,7072
10234,2024-02-16 05:08:02,,,948,55,5,Low,Snowy,9267
12826,2024-12-19 18:45:14,,Chelsea,1584,53,1,Medium,Wet,4469
17677,2024-04-16 18:54:00,,Kensington,4470,-16,8,Low,Dry,4903
12046,2024-06-19 20:03:49,London,Camden,1526,64,3,Medium,Wet,1313
15775,2024-12-19 17:31:06,,Islington,3042,95,9,High,Damaged,2647
15648,2024-12-15 13:14:28,London,Southwark,843,92,4,,,9411
10715,2024-07-18 21:52:34,London,Chelsea,1911,83,7,High,Snowy,6332
11987,2024-05-20 10:13:31,,Chelsea,1085,16,9,High,Damaged,4945
11147,2024-02-14 01:29:34,London,Southwark,1523,89,8,Medium,,2152
11049,2024-03-21 20:27:47,,Camden,2231,96,3,Medium,Wet,8805
16103,2024-08-18 06:27:57,London,Kensington,13,98,9,Medium,Dry,4161
15005,2024-01-15 01:42:57,,Southwark,4126,69,6,,Wet,9558
15673,2024-07-07 05:30:01,,Camden,4094,73,4,Low,Damaged,4568
11658,2024-04-12 13:58:30,London,Islington,3542,77,9,High,Snowy,5026
15260,2024-05-06 05:26:17,London,Southwark,1817,32,6,High,,3644
12779,2024-09-10 08:52:54,,Kensington,3323,96,4,High,Dry,8107
17797,2024-05-18 21:54:34,,Camden,4692,59,2,High,Dry,7803
10350,2024-07-23 23:38:17,London,Camden,4152,70,6,Medium,Snowy,1230
13063,2024-02-15 18:21:26,,Islington,2501,16,9,Low,Snowy,4792
9583,2024-04-11 08:10:47,,,3670,32,6,Low,Dry,539
10379,2024-05-28 07:31:35,London,Islington,1760,-40,2,Low,,6499
19169,2024-03-06 19:09:07,,Chelsea,4034,91,0,High,Dry,6379
11319,2024-12-13 01:19:17,,Kensington,431,31,3,,Dry,5148
10158,2024-06-24 01:42:22,,Southwark,2773,37,4,High,Wet,2917
13942,2024-02-03 18:13:39,,Islington,2301,58,6,High,,6228
14566,2024-01-12 00:28:14,London,,4069,13,6,Medium,Dry,9607
11888,2024-02-01 06:22:19,,Kensington,4115,39,0,Medium,Dry,5801
14825,2024-08-11 20:22:43,London,Kensington,542,66,8,High,Damaged,8612
14046,2024-12-08 00:12:12,London,Islington,4122,85,1,,Snowy,1992
18505,2024-05-27 12:30:43,,Islington,1098,13,4,Medium,Snowy,3125
13876,2024-05-19 18:52:36,London,Chelsea,4488,54,1,,Snowy,8273
19921,2024-09-13 03:59:23,,Islington,736,28,2,Medium,Wet,4352
10733,2024-10-06 23:35:14,,,4617,74,3,Low,Wet,2585
17288,2024-08-02 07:42:49,London,Islington,3334,64,6,Low,,2183
9652,2024-07-11 21:52:00,,Camden,4931,69,9,Low,,606
17346,2024-10-26 23:56:39,London,Southwark,227,33,3,High,Snowy,6457
9567,2024-02-28 16:05:42,,Chelsea,2485,62,9,,Snowy,5994
19146,2024-02-10 19:59:49,London,Southwark,3386,91,7,Medium,,7898
13500,2024-11-14 21:02:27,London,Islington,2413,82,1,Low,Dry,4099
9128,2024-03-28 20:59:10,,Kensington,1391,27,8,,Damaged,3644
11477,2024-11-24 14:38:05,,Kensington,1280,67,1,High,Wet,5314
14397,2024-03-29 17:06:27,,Chelsea,4124,64,6,Low,,7138
13056,2024-05-30 07:55:07,,Southwark,1362,46,1,Medium,Wet,5051
18172,2024-06-02 22:36:57,London,Kensington,679,64,6,High,Dry,7376
10140,2024-09-26 22:58:01,,Kensington,1306,28,3,Medium,Dry,6873
14378,2024-01-12 06:12:44,,,2365,-58,8,Medium,Snowy,4184
19188,2024-07-24 04:14:52,London,,636,78,7,High,Dry,141
13616,2024-10-19 09:38:05,,,4440,63,5,High,Snowy,1179
15693,2024-04-27 08:20:41,London,Chelsea,1943,19,8,,Wet,2609
15400,2024-07-26 14:21:05,,Kensington,1960,69,3,Low,Dry,3184
15779,2024-04-28 12:50:26,,Chelsea,2090,70,5,High,,7091
11734,2024-09-05 22:47:17,,Chelsea,1553,90,5,Low,Dry,3809
18480,2024-02-07 18:15:12,London,,3795,27,1,High,Snowy,4286
17424,2024-07-30 10:36:22,London,Camden,3697,73,6,Medium,,7322
14399,2024-05-27 13:24:06,,Islington,2049,81,3,High,,3030
9049,2024-03-05 17:45:33,,Southwark,2929,45,9,Medium,Dry,1869
10677,2024-07-28 06:08:05,London,Islington,2039,94,0,High,Damaged,4669
11367,2024-12-10 15:05:00,London,,1196,55,4,,Wet,6692
13450,2024-11-14 20:51:16,,,2797,89,4,,Wet,226
13890,2024-05-19 21:05:57,London,,2278,71,6,,Snowy,7071
17037,2024-03-21 19:59:48,London,Islington,4763,39,7,Low,Dry,3568
9825,2024-06-07 12:28:28,,Chelsea,280,76,6,Low,,6300
15197,2024-11-04 00:35:58,London,Chelsea,2655,83,5,Medium,Wet,9765
10709,2024-08-24 12:24:51,London,Kensington,2946,83,2,Low,Wet,3093
18892,2024-05-16 02:26:35,,Chelsea,2090,65,6,Medium,Damaged,942
11523,2024-02-03 22:12:27,London,Camden,2447,76,9,Medium,Dry,9336
9165,2024-10-28 02:03:25,,Chelsea,101,43,1,,,4628
19980,2024-09-07 08:21:38,,Kensington,3778,33,5,Medium,Snowy,5698
18371,2024-01-10 09:19:55,,Islington,4637,21,8,Low,Dry,6196
19996,2024-11-09 14:35:58,,Chelsea,4410,70,5,High,Wet,2069
15561,2024-12-12 00:59:14,,Kensington,4466,33,3,High,Dry,8901
12350,2024-09-21 10:02:23,London,Camden,375,68,6,Low,Snowy,3920
19916,2024-06-02 21:57:36,,,3259,72,7,Medium,Snowy,1530
9614,2024-09-18 02:37:12,London,Islington,4328,42,6,High,,3752
14303,2024-06-22 04:58:56,London,,2307,99,4,High,Dry,1741
14394,2024-05-08 15:15:48,,Islington,4500,20,4,Low,Wet,8320
14833,2024-03-27 10:42:30,London,Islington,3569,33,1,,Damaged,9104
11386,2024-10-28 09:48:07,London,Camden,4586,26,0,,Snowy,8791
9317,2024-11-25 21:47:34,,Southwark,4437,90,1,Medium,Wet,5367
12410,2024-05-28 09:33:34,,,2940,86,4,Low,Wet,5430
14824,2024-01-21 01:11:13,London,Kensington,334,95,5,Medium,Wet,6033
11418,2024-04-14 06:52:55,London,Southwark,1435,99,6,Medium,,5681
12602,2024-07-03 19:22:30,London,Islington,3637,47,8,High,,5682
15862,2024-03-05 11:14:35,London,Camden,3807,31,8,Low,Snowy,2810
16257,2024-03-16 04:15:23,London,Islington,3787,47,7,High,Damaged,5639
10617,2024-10-02 08:56:07,London,Chelsea,3740,45,4,High,Snowy,5306
14853,2024-03-11 10:39:56,London,Southwark,455,67,9,Medium,,695
12869,2024-05-21 10:37:18,,Chelsea,2127,44,7,Medium,Wet,2234
17716,2024-08-27 16:03:24,London,Camden,1935,21,8,Medium,Snowy,4713
15847,2024-08-02 09:50:08,,Southwark,2225,52,9,Medium,Wet,863
19954,2024-05-02 05:10:00,London,Southwark,4866,79,8,Medium,Dry,4451
9616,2024-04-19 17:42:24,London,Chelsea,3771,79,8,,Wet,895
14637,2024-02-21 14:54:28,,Chelsea,4310,61,5,Medium,Wet,9605
13703,2024-09-21 10:26:30,London,Islington,3860,95,0,High,Dry,5245
13308,2024-01-14 03:02:57,,Chelsea,4440,55,9,Low,Dry,6740
12113,2024-07-01 08:34:44,,Islington,3035,29,4,Low,Wet,6253
17939,2024-01-24 03:46:39,London,Islington,4743,88,2,High,,4867
17928,2024-07-14 14:34:25,,Chelsea,3706,23,6,,Wet,4771
17531,2024-10-21 16:54:03,London,Kensington,3119,97,8,High,Snowy,3975
14949,2024-05-07 23:36:25,,Chelsea,3969,93,3,,Wet,904
10558,2024-06-19 18:43:45,,Islington,3088,17,7,Low,,5844
13283,2024-02-25 01:22:06,London,,613,10,4,Low,Wet,9565
14621,2024-10-07 16:16:21,London,,1278,31,4,Low,Damaged,1358
16357,2024-08-07 02:13:14,London,Camden,4914,91,6,,,6681
17624,2024-01-10 15:13:14,,Kensington,752,42,1,Medium,Dry,3989
12757,2024-06-03 07:00:35,,Kensington,1209,95,7,High,,5614
19277,2024-05-29 15:31:45,,,4933,16,7,,Damaged,8635
18059,2024-04-30 04:13:15,,Southwark,3580,67,1,Low,Damaged,2430
15937,2024-10-04 04:53:41,London,Kensington,2752,38,7,Low,Wet,8773
14708,2024-03-30 15:42:05,,Camden,4662,56,0,High,Snowy,9154
18024,2024-01-04 16:51:20,London,Southwark,639,13,8,Low,Dry,6170
10952,2024-10-11 03:54:04,London,Islington,264,25,7,,Dry,837
18847,2024-09-13 00:57:11,London,Islington,12,36,9,,Snowy,464
17039,2024-12-18 06:11:07,London,Kensington,1484,34,9,,,3860
18772,2024-07-19 01:17:14,London,Islington,946,20,0,Low,Dry,1130
18984,2024-02-12 16:45:17,,Southwark,3331,79,5,,,5071
13615,2024-08-20 16:12:07,London,,1398,24,1,Medium,Damaged,2165
12741,2024-04-12 23:18:46,London,Islington,2242,25,3,High,Dry,6534
13988,2024-07-05 00:51:35,London,Camden,4255,13,8,Medium,Damaged,7196
11991,2024-02-23 22:00:14,,Camden,4746,17,0,High,,8774
15673,2024-03-18 03:06:40,London,Southwark,2983,26,0,,,1525
18235,2024-06-19 12:17:35,London,Southwark,2556,23,8,,,8622
12313,2024-09-24 20:31:57,,Chelsea,4719,91,4,Medium,Wet,5435
11907,2024-04-25 15:16:29,,,300,72,9,Medium,Dry,942
14773,2024-10-22 09:44:59,London,Islington,4736,96,7,Low,Wet,3385
15391,2024-07-30 02:17:09,London,Southwark,4162,99,8,High,,3632
16847,2024-11-09 11:29:16,London,Kensington,3709,66,8,High,,446
18127,2024-05-02 21:14:16,,,2789,61,2,Low,Damaged,7436
9455,2024-08-15 13:39:01,,Islington,1182,20,6,Medium,,9676
11832,2024-11-10 17:26:44,London,,605,69,7,Medium,Dry,2130
16615,2024-02-01 12:56:04,,Islington,2686,79,3,Medium,Snowy,8660
15472,2024-03-01 11:34:59,,Chelsea,1040,29,5,,Damaged,1577
16156,2024-08-13 02:19:09,London,Islington,3415,34,1,,Dry,2849
10607,2024-04-20 21:12:27,London,Kensington,2442,60,8,Medium,Snowy,3029
18703,2024-06-18 03:39:04,,,3126,93,3,,Wet,441
16195,2024-12-18 19:01:43,,,207,76,6,Low,Dry,1330
14606,2024-11-01 22:17:00,,Chelsea,3150,42,6,,Dry,1087
16820,2024-03-25 13:54:46,London,Southwark,2064,67,4,Low,,9296
18025,2024-09-08 08:40:47,,Islington,4478,32,7,,Snowy,6113
17657,2024-11-29 21:01:13,,Kensington,3675,82,6,High,Damaged,9040
9593,2024-05-12 14:35:15,London,Camden,1735,96,7,,Damaged,6183
9087,2024-08-24 04:00:36,,Islington,2968,52,6,High,,8078
18202,2024-10-15 21:17:53,London,Camden,4691,45,8,,Dry,7380
15962,2024-11-30 14:47:27,London,Islington,1339,54,6,High,,7480
13091,2024-10-03 21:10:35,,Islington,2515,35,3,Low,Snowy,4091
11376,2024-11-06 10:37:29,London,Southwark,1461,73,3,High,Snowy,353
19671,2024-09-21 15:27:42,,Southwark,1566,45,4,,Dry,3075
18039,2024-04-03 05:46:43,,Camden,1638,48,7,,Damaged,1155
9515,2024-10-28 04:08:38,,Southwark,768,33,3,Low,Wet,372
11258,2024-07-15 03:40:17,,Southwark,2978,54,9,,Wet,1016
9875,2024-02-04 10:17:26,,Chelsea,1032,86,0,Medium,Damaged,690
13925,2024-07-26 07:48:25,,Camden,2308,75,6,Medium,Snowy,6184
15706,2024-03-27 21:00:46,London,Islington,2539,18,2,,Damaged,3248
13293,2024-03-15 11:38:58,,Kensington,906,26,9,Medium,Snowy,8918
14655,2024-05-05 12:00:12,,Islington,1576,12,6,Medium,Damaged,4335
11978,2024-03-08 12:35:29,London,Southwark,1852,15,3,High,,2794
10133,2024-11-22 03:46:49,London,Islington,33,52,1,High,,7625
9315,2024-09-04 03:15:48,,Islington,1958,31,5,,Damaged,997
13449,2024-06-21 13:28:50,London,Islington,1348,90,2,Medium,Snowy,5211
18491,2024-02-24 12:12:41,,Southwark,1497,83,9,,,1565
11534,2024-07-05 22:32:36,,Chelsea,3013,14,2,High,Dry,5961
14090,2024-10-09 13:38:04,London,,4941,28,7,,,6063
17025,2024-07-20 05:13:31,,,2880,43,5,Low,Damaged,6994
15154,2024-03-07 15:09:12,,Islington,2816,85,2,,,1691
14748,2024-06-02 02:48:37,London,Camden,746,61,7,,Wet,3620
15435,2024-07-10 08:11:06,,Southwark,1717,54,7,Low,Damaged,8047
18077,2024-04-01 13:31:08,London,,1232,97,1,High,Snowy,3053
16427,2024-08-11 16:14:03,London,Chelsea,2171,78,0,,Damaged,8950
9038,2024-12-19 05:15:06,London,Southwark,2539,51,8,,Dry,9952
14742,2024-10-25 02:34:09,,Chelsea,802,25,3,High,Dry,8667
13369,2024-05-30 12:24:24,,Kensington,1129,15,5,High,Wet,9283
17277,2024-04-24 08:14:37,London,Camden,4285,72,0,Medium,Snowy,5770
18231,2024-11-28 08:58:36,,Chelsea,244,48,6,High,Snowy,5003
17119,2024-06-22 09:17:12,London,Kensington,2498,23,9,Low,Wet,4853
19501,2024-04-28 22:31:37,London,Kensington,4046,73,3,Medium,Snowy,6039
14465,2024-01-29 21:53:03,London,Chelsea,710,90,1,Medium,Wet,3221
11043,2024-12-19 16:02:07,London,Southwark,3883,79,9,,,9500
16811,2024-09-04 11:09:09,,Chelsea,4346,38,7,Medium,Damaged,3649
11977,2024-11-28 23:40:54,,Islington,1032,60,1,Medium,Snowy,7086
11038,2024-01-15 15:50:35,London,,1928,76,7,,Dry,9624
14326,2024-06-11 23:25:18,,Kensington,321,93,0,High,Wet,9436
10496,2024-07-22 20:41:14,,Chelsea,3396,14,1,,Snowy,284
14379,2024-05-25 09:29:20,,Southwark,121,68,1,Low,Damaged,4462
17419,2024-07-27 12:54:32,,,209,58,9,Medium,,8989
19930,2024-09-19 18:03:44,,Kensington,2304,76,3,,Wet,8369
17447,2024-03-23 06:26:29,,Kensington,4970,32,4,Low,Snowy,6587
11567,2024-02-15 01:14:49,London,Chelsea,1212,85,6,Medium,Damaged,6121
12240,2024-12-25 17:59:25,,,4649,67,2,,Snowy,5771
19239,2024-11-21 10:05:10,,,405,72,3,Low,,1802
17994,2024-01-15 01:51:56,London,Southwark,3837,76,1,Medium,Snowy,5736
16631,2024-05-25 23:29:56,,Islington,1714,63,4,High,Dry,9488
19098,2024-03-29 22:53:22,,Camden,4069,40,9,Low,Dry,1164
14046,2024-10-07 06:39:33,,Southwark,517,30,3,High,,574
18436,2024-12-01 11:01:40,London,Chelsea,3177,56,3,Medium,Snowy,2081
14892,2024-11-25 08:25:12,,Southwark,4308,50,6,,Snowy,3801
15727,2024-08-04 09:37:36,,,3358,79,9,Low,Damaged,6991
9209,2024-12-06 19:37:20,,Chelsea,4811,75,5,High,Wet,7166
16635,2024-07-17 19:04:51,London,Chelsea,2679,76,4,Medium,Snowy,8462
10681,2024-08-05 13:26:32,,Kensington,695,88,2,Low,Damaged,4677
14072,2024-10-30 00:52:44,London,Kensington,161,48,2,High,Snowy,4437
19900,2024-03-02 17:00:51,,Islington,4206,96,6,Low,Wet,3325
16339,2024-11-03 14:19:57,London,Southwark,2472,31,7,Low,Dry,8759
14878,2024-02-04 06:29:30,London,Camden,4063,21,5,Low,Snowy,1304
12631,2024-05-05 02:28:04,London,Chelsea,341,43,8,High,Dry,1870
15941,2024-09-22 23:25:00,,Chelsea,580,85,8,,Wet,4820
16416,2024-01-26 17:16:01,,Camden,3609,71,9,Low,Wet,9699
15316,2024-07-28 14:26:46,London,,964,90,2,High,Snowy,7564
13039,2024-03-21 06:02:05,,Camden,398,36,6,Low,Snowy,7576
16890,2024-12-07 19:29:10,,Kensington,2700,55,0,Medium,Damaged,4536
14709,2024-11-25 04:03:36,,Islington,1236,77,8,Low,,3647
10826,2024-03-27 01:11:34,London,Chelsea,4955,74,4,Low,,8833
9607,2024-04-09 22:11:29,,Camden,4064,-57,9,Low,Dry,7307
10802,2024-05-24 15:46:11,,Camden,1491,53,2,Medium,,8923
17298,2024-09-14 14:15:29,,,3041,50,9,High,,2021
15469,2024-10-11 08:28:45,London,Chelsea,2716,58,5,Medium,Damaged,6975
11158,2024-09-04 09:41:45,London,Chelsea,1441,85,0,Low,,355
9271,2024-07-07 02:19:19,London,Kensington,4858,39,5,Low,,8037
19169,2024-05-05 02:31:47,London,Camden,2372,71,4,,Wet,8778
19385,2024-12-19 08:48:30,London,,4602,38,0,High,,7678
14722,2024-02-25 13:03:57,London,Camden,3088,86,3,High,Wet,9414
18165,2024-11-14 01:28:34,,Islington,3449,12,7,High,Damaged,9926
9100,2024-06-01 12:00:18,,Chelsea,4270,93,8,Medium,,335
11445,2024-04-01 11:27:29,London,Islington,2916,83,6,Medium,Wet,9876
19997,2024-11-17 04:15:01,,Camden,983,39,5,High,Wet,3704
13321,2024-03-24 13:41:15,London,Camden,3102,67,3,High,Snowy,6314
17490,2024-05-11 01:03:50,London,,806,75,2,Medium,Damaged,9606
10600,2024-05-18 16:07:32,,Islington,1974,86,5,,Damaged,3240
14332,2024-05-06 21:10:00,,Southwark,3528,60,3,Low,Wet,2294
16988,2024-04-10 14:24:11,London,Kensington,2157,59,9,Medium,Snowy,1895
19899,2024-09-22 15:03:26,,Camden,1142,57,5,Low,Damaged,5490
11194,2024-03-19 13:28:55,,Kensington,1522,76,6,,Snowy,7930
9664,2024-08-16 02:27:35,London,Camden,1460,69,8,Medium,Dry,2669
14316,2024-09-12 19:44:21,London,,3594,75,7,Medium,Wet,1017
18735,2024-10-30 07:23:55,,Camden,668,34,5,High,Wet,3798
15142,2024-03-31 03:57:32,,Camden,3975,72,6,Medium,,9367
9676,2024-05-18 18:19:21,London,Islington,4228,30,3,Medium,,8292
14577,2024-04-04 17:52:39,,Southwark,282,45,9,High,Damaged,3281
17366,2024-02-27 16:03:42,London,Islington,4369,62,0,High,Wet,9793
19188,2024-09-09 05:58:28,London,,1271,80,9,,Snowy,2591
11839,2024-02-15 08:08:25,,Kensington,2401,56,6,High,,7569
16854,2024-08-26 22:39:18,,Kensington,3114,37,4,,Dry,4551
18759,2024-06-02 03:56:09,,Camden,1269,-40,3,,Damaged,1005
15237,2024-07-14 11:24:37,London,Camden,3321,31,3,,,1689
11656,2024-07-18 07:36:17,,,4766,20,1,,Wet,6765
14243,2024-12-06 12:40:07,,Chelsea,1540,17,1,Low,Dry,5429
10461,2024-05-01 19:49:50,,,559,27,4,High,Dry,2708
11772,2024-04-01 21:22:45,,Southwark,64,10,6,Low,Dry,5964
17130,2024-03-15 12:31:47,,Camden,3087,72,4,Medium,Wet,6313
17052,2024-12-06 22:27:13,London,,2159,68,4,,Damaged,7417
10266,2024-10-26 09:19:13,,Kensington,4195,27,6,,Damaged,9124
18760,2024-06-10 20:52:56,London,Islington,4813,93,8,High,,8339
11938,2024-02-13 13:51:24,,Camden,695,23,5,High,Snowy,235
10700,2024-08-22 03:52:51,London,Chelsea,1174,79,7,Low,Dry,8591
17373,2024-04-08 10:11:56,,Camden,1832,68,3,Low,Wet,359
18319,2024-12-09 04:50:33,,,3259,50,9,Low,Damaged,5020
18923,2024-03-05 19:11:55,,,653,75,5,Low,Damaged,4101
10082,2024-02-05 03:43:23,London,Southwark,3578,69,5,High,Damaged,3329
15662,2024-09-19 19:42:59,London,,4190,25,5,High,Dry,1693
13402,2024-08-02 05:57:08,,Islington,3774,38,9,Low,Snowy,7789
11908,2024-12-22 00:53:19,London,Southwark,3157,28,0,Medium,,8784
10486,2024-06-29 12:26:34,,Islington,1123,53,6,,Dry,5526
15850,2024-10-18 04:56:38,London,Kensington,1044,84,3,,,7750
16686,2024-07-13 07:41:56,London,Chelsea,953,98,7,Low,Snowy,2323
16462,2024-11-11 09:49:35,London,Camden,3791,86,7,,Wet,7351
18026,2024-03-29 03:29:05,,Southwark,3250,34,4,,,594
13986,2024-08-08 01:54:12,London,,1556,74,8,Low,Wet,3020
18634,2024-01-27 00:08:48,London,Camden,3294,99,2,High,,7445
18967,2024-02-09 13:26:03,London,Southwark,820,22,9,Medium,Wet,6666
13432,2024-08-22 04:17:59,,Chelsea,2533,87,0,,,9413
9832,2024-07-05 13:51:05,,Southwark,2479,54,8,Low,Dry,4012
14173,2024-12-17 03:26:58,London,Camden,3442,89,3,High,Dry,246
19747,2024-09-20 09:44:47,London,,2273,21,1,,Dry,8324
11803,2024-12-23 22:42:03,London,Camden,4238,69,5,Low,Wet,2639
15214,2024-12-01 13:44:55,,Camden,3134,34,9,High,,9556
13538,2024-12-30 10:04:16,London,,3801,33,7,,Wet,3252
12001,2024-03-01 02:55:37,London,Chelsea,1506,79,1,Low,Dry,3932
10111,2024-06-27 01:36:22,London,Southwark,3373,80,4,Medium,,3315
14807,2024-02-15 07:28:50,,Kensington,2033,38,4,Medium,Damaged,7564
16892,2024-11-12 04:36:19,,Camden,1691,64,6,Medium,Wet,5862
15361,2024-06-23 00:59:28,,Kensington,4532,53,0,,Wet,106
17945,2024-08-05 09:57:07,London,Camden,2215,92,5,Medium,Snowy,437
14867,2024-01-25 12:03:57,,Chelsea,604,98,3,High,,6611
14558,2024-06-30 22:35:51,London,Southwark,2581,18,7,High,,4671
9785,2024-04-16 17:03:41,,Camden,3914,60,9,Low,Dry,2948
12156,2024-10-13 03:54:42,,,4505,35,9,,,1238
16340,2024-05-27 03:38:49,,Camden,3317,36,1,Low,Damaged,6862
11503,2024-06-25 14:35:08,,Kensington,708,91,8,Medium,Damaged,6212
15643,2024-07-21 17:41:38,London,Islington,1719,83,9,,Damaged,4507
17752,2024-04-13 01:19:36,,Chelsea,3861,10,0,Low,,860
13912,2024-07-26 10:29:25,,Southwark,3777,29,2,High,Damaged,6910
15063,2024-12-16 00:25:47,,Southwark,387,85,3,Low,,4847
9271,2024-11-17 12:26:14,London,Camden,4538,91,9,High,Damaged,1867
16866,2024-01-21 09:14:11,London,Kensington,980,32,8,High,Dry,3239
19541,2024-07-24 17:24:13,London,Chelsea,797,49,4,Low,Dry,7915
13590,2024-09-02 19:56:52,,Camden,2683,59,3,Low,Damaged,7451
14791,2024-02-24 19:00:46,,Kensington,4738,42,9,High,Dry,8663
17207,2024-08-25 15:23:15,,Southwark,1413,29,8,,Wet,3030
14727,2024-05-17 17:23:32,,Southwark,4011,14,4,Low,Snowy,3656
19290,2024-11-26 08:26:58,,Camden,3101,98,9,,Wet,1135
14657,2024-03-20 05:24:16,,Camden,4043,-42,5,,Dry,3005
19006,2024-01-07 02:33:35,London,Chelsea,280,30,1,Low,Dry,9986
18220,2024-06-14 22:20:01,,,3803,14,1,Low,Damaged,8818
17770,2024-07-09 11:52:50,London,Kensington,4789,93,1,Medium,Dry,5088
14463,2024-02-16 22:42:33,London,Southwark,1971,76,3,High,Snowy,7234
10507,2024-02-18 13:02:22,,Islington,518,57,0,Low,Snowy,8124
11509,2024-10-09 11:05:19,,Camden,1593,32,5,Medium,,4606
17152,2024-11-22 22:00:59,London,Islington,2480,38,1,Low,Dry,1160
11447,2024-07-26 19:55:34,,Kensington,4290,60,9,Low,Wet,2452
17288,2024-10-10 20:59:46,London,Southwark,2795,74,0,High,,4174
9063,2024-04-20 23:05:46,London,Islington,3379,51,0,,,4035
16386,2024-01-18 08:38:33,London,Camden,3648,99,7,Low,Wet,4474
16306,2024-04-22 01:28:51,,,1469,43,3,Low,Damaged,5052
18317,2024-12-19 02:07:04,,,1201,-97,5,,,1960
11054,2024-03-02 10:20:07,,Kensington,2174,68,8,,Snowy,2951
12462,2024-01-19 20:34:08,,Chelsea,288,89,0,Low,Wet,7801
17774,2024-06-21 19:15:00,London,Chelsea,1919,11,0,Low,Wet,7164
12654,2024-05-10 04:37:39,London,Camden,3259,41,5,Low,Snowy,1232
19875,2024-01-29 10:36:09,London,Southwark,2461,80,5,High,,2823
10376,2024-11-01 17:17:39,London,,1079,46,5,Medium,Snowy,1029
10830,2024-11-16 04:29:28,London,,4666,21,8,Low,Damaged,5975
13784,2024-01-25 01:18:35,,,721,58,3,Medium,Wet,7432
12575,2024-05-15 16:00:42,London,Southwark,2202,19,9,Medium,,7585
